"model_time",".strategy_names","value_names","value","country_sex_year"
179,"invest","benefit",24789406.6415108,"Afghanistan_Male_17"
180,"invest","benefit",24781237.9576031,"Afghanistan_Male_17"
181,"invest","benefit",24051526.0980624,"Afghanistan_Male_17"
182,"invest","benefit",24043600.4223863,"Afghanistan_Male_17"
183,"invest","benefit",24035677.3266078,"Afghanistan_Male_17"
184,"invest","benefit",24027756.8392252,"Afghanistan_Male_17"
185,"invest","benefit",24019838.9908901,"Afghanistan_Male_17"
186,"invest","benefit",24011923.8140056,"Afghanistan_Male_17"
187,"invest","benefit",24004011.3423886,"Afghanistan_Male_17"
188,"invest","benefit",23996101.6109866,"Afghanistan_Male_17"
189,"invest","benefit",23988194.6556389,"Afghanistan_Male_17"
190,"invest","benefit",23980290.5128767,"Afghanistan_Male_17"
191,"invest","benefit",23972389.2197541,"Afghanistan_Male_17"
192,"invest","benefit",23964490.813707,"Afghanistan_Male_17"
193,"invest","benefit",23258830.4198381,"Afghanistan_Male_17"
194,"invest","benefit",23251167.7803808,"Afghanistan_Male_17"
195,"invest","benefit",23243508.0540975,"Afghanistan_Male_17"
196,"invest","benefit",23235851.2778253,"Afghanistan_Male_17"
197,"invest","benefit",23228197.4883483,"Afghanistan_Male_17"
198,"invest","benefit",23220546.7223486,"Afghanistan_Male_17"
199,"invest","benefit",23212899.0163644,"Afghanistan_Male_17"
200,"invest","benefit",23205254.4067554,"Afghanistan_Male_17"
201,"invest","benefit",23197612.9296727,"Afghanistan_Male_17"
202,"invest","benefit",23189974.6210342,"Afghanistan_Male_17"
203,"invest","benefit",23182339.5165031,"Afghanistan_Male_17"
204,"invest","benefit",23174707.6514704,"Afghanistan_Male_17"
205,"invest","benefit",22492309.7679996,"Afghanistan_Male_17"
206,"invest","benefit",22484906.5825377,"Afghanistan_Male_17"
207,"invest","benefit",22477506.6435784,"Afghanistan_Male_17"
208,"invest","benefit",22470109.9842988,"Afghanistan_Male_17"
209,"invest","benefit",22462716.6375581,"Afghanistan_Male_17"
210,"invest","benefit",22455326.6358912,"Afghanistan_Male_17"
211,"invest","benefit",22447940.011504,"Afghanistan_Male_17"
212,"invest","benefit",22440556.7962683,"Afghanistan_Male_17"
213,"invest","benefit",22433177.0217189,"Afghanistan_Male_17"
214,"invest","benefit",22425800.7190505,"Afghanistan_Male_17"
215,"invest","benefit",22418427.9191152,"Afghanistan_Male_17"
216,"invest","benefit",22411058.6524207,"Afghanistan_Male_17"
217,"invest","benefit",21860575.8697236,"Afghanistan_Male_17"
218,"invest","benefit",21851859.3307814,"Afghanistan_Male_17"
219,"invest","benefit",21843156.1336074,"Afghanistan_Male_17"
220,"invest","benefit",21834464.5403613,"Afghanistan_Male_17"
221,"invest","benefit",21825783.2580236,"Afghanistan_Male_17"
222,"invest","benefit",21817111.3008724,"Afghanistan_Male_17"
223,"invest","benefit",21808447.9020928,"Afghanistan_Male_17"
224,"invest","benefit",21799792.4555138,"Afghanistan_Male_17"
225,"invest","benefit",21791144.4760994,"Afghanistan_Male_17"
226,"invest","benefit",21782503.5723293,"Afghanistan_Male_17"
227,"invest","benefit",21773869.426295,"Afghanistan_Male_17"
228,"invest","benefit",21765241.7789335,"Afghanistan_Male_17"
229,"invest","benefit",21122932.4454241,"Afghanistan_Male_17"
230,"invest","benefit",21114568.1293721,"Afghanistan_Male_17"
231,"invest","benefit",21106209.6132569,"Afghanistan_Male_17"
232,"invest","benefit",21097856.786083,"Afghanistan_Male_17"
233,"invest","benefit",21089509.5580441,"Afghanistan_Male_17"
234,"invest","benefit",21081167.856924,"Afghanistan_Male_17"
235,"invest","benefit",21072831.6251293,"Afghanistan_Male_17"
236,"invest","benefit",21064500.817233,"Afghanistan_Male_17"
237,"invest","benefit",21056175.3979359,"Afghanistan_Male_17"
238,"invest","benefit",21047855.3403678,"Afghanistan_Male_17"
239,"invest","benefit",21039540.6246721,"Afghanistan_Male_17"
240,"invest","benefit",21031231.2368238,"Afghanistan_Male_17"
241,"invest","benefit",20410608.9006224,"Afghanistan_Male_17"
242,"invest","benefit",20402551.8562714,"Afghanistan_Male_17"
243,"invest","benefit",20394499.9688745,"Afghanistan_Male_17"
244,"invest","benefit",20386453.239314,"Afghanistan_Male_17"
245,"invest","benefit",20378411.6706689,"Afghanistan_Male_17"
246,"invest","benefit",20370375.2678211,"Afghanistan_Male_17"
247,"invest","benefit",20362344.0371252,"Afghanistan_Male_17"
248,"invest","benefit",20354317.9861322,"Afghanistan_Male_17"
249,"invest","benefit",20346297.1233581,"Afghanistan_Male_17"
250,"invest","benefit",20338281.4580893,"Afghanistan_Male_17"
251,"invest","benefit",20330271.0002207,"Afghanistan_Male_17"
252,"invest","benefit",20322265.7601192,"Afghanistan_Male_17"
253,"invest","benefit",19722588.1053495,"Afghanistan_Male_17"
254,"invest","benefit",19714826.1906609,"Afghanistan_Male_17"
255,"invest","benefit",19707069.3736913,"Afghanistan_Male_17"
256,"invest","benefit",19699317.6653984,"Afghanistan_Male_17"
257,"invest","benefit",19691571.0767983,"Afghanistan_Male_17"
258,"invest","benefit",19683829.6189202,"Afghanistan_Male_17"
259,"invest","benefit",19676093.3027683,"Afghanistan_Male_17"
260,"invest","benefit",19668362.1392904,"Afghanistan_Male_17"
261,"invest","benefit",19660636.1393516,"Afghanistan_Male_17"
262,"invest","benefit",19652915.3137127,"Afghanistan_Male_17"
263,"invest","benefit",19645199.6730116,"Afghanistan_Male_17"
264,"invest","benefit",19637489.2277486,"Afghanistan_Male_17"
265,"invest","benefit",19058042.7070622,"Afghanistan_Male_17"
266,"invest","benefit",19050566.9560952,"Afghanistan_Male_17"
267,"invest","benefit",19043096.2789151,"Afghanistan_Male_17"
268,"invest","benefit",19035630.6850814,"Afghanistan_Male_17"
269,"invest","benefit",19028170.1839787,"Afghanistan_Male_17"
270,"invest","benefit",19020714.7848118,"Afghanistan_Male_17"
271,"invest","benefit",19013264.496603,"Afghanistan_Male_17"
272,"invest","benefit",19005819.3281889,"Afghanistan_Male_17"
273,"invest","benefit",18998379.2882193,"Afghanistan_Male_17"
274,"invest","benefit",18990944.3851553,"Afghanistan_Male_17"
275,"invest","benefit",18983514.6272687,"Afghanistan_Male_17"
276,"invest","benefit",18976090.0226413,"Afghanistan_Male_17"
277,"invest","benefit",18268212.6958608,"Afghanistan_Male_17"
278,"invest","benefit",18258901.3649845,"Afghanistan_Male_17"
279,"invest","benefit",18249600.5786207,"Afghanistan_Male_17"
280,"invest","benefit",18240309.1830404,"Afghanistan_Male_17"
281,"invest","benefit",18231026.4444817,"Afghanistan_Male_17"
282,"invest","benefit",18221751.8861271,"Afghanistan_Male_17"
283,"invest","benefit",18212485.190453,"Afghanistan_Male_17"
284,"invest","benefit",18203226.1403372,"Afghanistan_Male_17"
285,"invest","benefit",18193974.5832206,"Afghanistan_Male_17"
286,"invest","benefit",18184730.4090416,"Afghanistan_Male_17"
287,"invest","benefit",18175493.5364481,"Afghanistan_Male_17"
288,"invest","benefit",18166263.9040222,"Afghanistan_Male_17"
289,"invest","benefit",17628195.596672,"Afghanistan_Male_17"
290,"invest","benefit",17619248.7197338,"Afghanistan_Male_17"
291,"invest","benefit",17610308.7624497,"Afghanistan_Male_17"
292,"invest","benefit",17601375.7025032,"Afghanistan_Male_17"
293,"invest","benefit",17592449.5220859,"Afghanistan_Male_17"
294,"invest","benefit",17583530.2069378,"Afghanistan_Male_17"
295,"invest","benefit",17574617.7456175,"Afghanistan_Male_17"
296,"invest","benefit",17565712.128938,"Afghanistan_Male_17"
297,"invest","benefit",17556813.3495217,"Afghanistan_Male_17"
298,"invest","benefit",17547921.4014469,"Afghanistan_Male_17"
299,"invest","benefit",17539036.2799627,"Afghanistan_Male_17"
300,"invest","benefit",17530157.9812586,"Afghanistan_Male_17"
301,"invest","benefit",17010957.7692006,"Afghanistan_Male_17"
302,"invest","benefit",17002351.3015115,"Afghanistan_Male_17"
303,"invest","benefit",16993751.4505942,"Afghanistan_Male_17"
304,"invest","benefit",16985158.2148769,"Afghanistan_Male_17"
305,"invest","benefit",16976571.5930622,"Afghanistan_Male_17"
306,"invest","benefit",16967991.5840589,"Afghanistan_Male_17"
307,"invest","benefit",16959418.1869254,"Afghanistan_Male_17"
308,"invest","benefit",16950851.4008227,"Afghanistan_Male_17"
309,"invest","benefit",16942291.224976,"Afghanistan_Male_17"
310,"invest","benefit",16933737.6586432,"Afghanistan_Male_17"
311,"invest","benefit",16925190.7010882,"Afghanistan_Male_17"
312,"invest","benefit",16916650.3515595,"Afghanistan_Male_17"
313,"invest","benefit",16415647.1934685,"Afghanistan_Male_17"
314,"invest","benefit",16407368.420772,"Afghanistan_Male_17"
315,"invest","benefit",16399096.0611994,"Afghanistan_Male_17"
316,"invest","benefit",16390830.1138176,"Afghanistan_Male_17"
317,"invest","benefit",16382570.5776184,"Afghanistan_Male_17"
318,"invest","benefit",16374317.4515126,"Afghanistan_Male_17"
319,"invest","benefit",16366070.734325,"Afghanistan_Male_17"
320,"invest","benefit",16357830.4247906,"Afghanistan_Male_17"
321,"invest","benefit",16349596.5215514,"Afghanistan_Male_17"
322,"invest","benefit",16341369.0231541,"Afghanistan_Male_17"
323,"invest","benefit",16333147.9280485,"Afghanistan_Male_17"
324,"invest","benefit",16324933.2345862,"Afghanistan_Male_17"
325,"invest","benefit",15841480.525262,"Afghanistan_Male_17"
326,"invest","benefit",15833517.5199054,"Afghanistan_Male_17"
327,"invest","benefit",15825560.724357,"Afghanistan_Male_17"
328,"invest","benefit",15817610.1366303,"Afghanistan_Male_17"
329,"invest","benefit",15809665.7546423,"Afghanistan_Male_17"
330,"invest","benefit",15801727.5762138,"Afghanistan_Male_17"
331,"invest","benefit",15793795.5990703,"Afghanistan_Male_17"
332,"invest","benefit",15785869.8208423,"Afghanistan_Male_17"
333,"invest","benefit",15777950.2390661,"Afghanistan_Male_17"
334,"invest","benefit",15770036.8511846,"Afghanistan_Male_17"
335,"invest","benefit",15762129.6545486,"Afghanistan_Male_17"
336,"invest","benefit",15754228.6464169,"Afghanistan_Male_17"
337,"invest","benefit",14391867.0844494,"Afghanistan_Male_17"
338,"invest","benefit",14381892.629763,"Afghanistan_Male_17"
339,"invest","benefit",14371928.2994021,"Afghanistan_Male_17"
340,"invest","benefit",14361973.1226646,"Afghanistan_Male_17"
341,"invest","benefit",14352026.5862288,"Afghanistan_Male_17"
342,"invest","benefit",14342088.437129,"Afghanistan_Male_17"
343,"invest","benefit",14332158.5680827,"Afghanistan_Male_17"
344,"invest","benefit",14322236.9510836,"Afghanistan_Male_17"
345,"invest","benefit",14312323.5992411,"Afghanistan_Male_17"
346,"invest","benefit",14302418.5451119,"Afghanistan_Male_17"
347,"invest","benefit",14292521.8286265,"Afghanistan_Male_17"
348,"invest","benefit",14282633.4905677,"Afghanistan_Male_17"
349,"invest","benefit",13857042.300227,"Afghanistan_Male_17"
350,"invest","benefit",13847458.3484541,"Afghanistan_Male_17"
351,"invest","benefit",13837882.6304132,"Afghanistan_Male_17"
352,"invest","benefit",13828315.1705658,"Afghanistan_Male_17"
353,"invest","benefit",13818755.9892325,"Afghanistan_Male_17"
354,"invest","benefit",13809205.1029766,"Afghanistan_Male_17"
355,"invest","benefit",13799662.5250239,"Afghanistan_Male_17"
356,"invest","benefit",13790128.2656741,"Afghanistan_Male_17"
357,"invest","benefit",13780602.3326845,"Afghanistan_Male_17"
358,"invest","benefit",13771084.7316156,"Afghanistan_Male_17"
359,"invest","benefit",13761575.4661362,"Afghanistan_Male_17"
360,"invest","benefit",13752074.5382911,"Afghanistan_Male_17"
361,"invest","benefit",13342312.5715836,"Afghanistan_Male_17"
362,"invest","benefit",13333104.5601093,"Afghanistan_Male_17"
363,"invest","benefit",13323904.6420073,"Afghanistan_Male_17"
364,"invest","benefit",13314712.8149018,"Afghanistan_Male_17"
365,"invest","benefit",13305529.0756847,"Afghanistan_Male_17"
366,"invest","benefit",13296353.420618,"Afghanistan_Male_17"
367,"invest","benefit",13287185.8454208,"Afghanistan_Male_17"
368,"invest","benefit",13278026.3453445,"Afghanistan_Male_17"
369,"invest","benefit",13268874.9152349,"Afghanistan_Male_17"
370,"invest","benefit",13259731.5495866,"Afghanistan_Male_17"
371,"invest","benefit",13250596.2425884,"Afghanistan_Male_17"
372,"invest","benefit",13241468.9881618,"Afghanistan_Male_17"
373,"invest","benefit",12846941.5339749,"Afghanistan_Male_17"
374,"invest","benefit",12838095.7393854,"Afghanistan_Male_17"
375,"invest","benefit",12829257.7438631,"Afghanistan_Male_17"
376,"invest","benefit",12820427.5407453,"Afghanistan_Male_17"
377,"invest","benefit",12811605.1232284,"Afghanistan_Male_17"
378,"invest","benefit",12802790.4843833,"Afghanistan_Male_17"
379,"invest","benefit",12793983.6171669,"Afghanistan_Male_17"
380,"invest","benefit",12785184.5144333,"Afghanistan_Male_17"
381,"invest","benefit",12776393.1689422,"Afghanistan_Male_17"
382,"invest","benefit",12767609.5733675,"Afghanistan_Male_17"
383,"invest","benefit",12758833.7203035,"Afghanistan_Male_17"
384,"invest","benefit",12750065.6022707,"Afghanistan_Male_17"
385,"invest","benefit",12370199.2346808,"Afghanistan_Male_17"
386,"invest","benefit",12361701.4961586,"Afghanistan_Male_17"
387,"invest","benefit",12353211.2452084,"Afghanistan_Male_17"
388,"invest","benefit",12344728.4743265,"Afghanistan_Male_17"
389,"invest","benefit",12336253.175957,"Afghanistan_Male_17"
390,"invest","benefit",12327785.3424942,"Afghanistan_Male_17"
391,"invest","benefit",12319324.9662854,"Afghanistan_Male_17"
392,"invest","benefit",12310872.0396327,"Afghanistan_Male_17"
393,"invest","benefit",12302426.5547951,"Afghanistan_Male_17"
394,"invest","benefit",12293988.5039899,"Afghanistan_Male_17"
395,"invest","benefit",12285557.8793948,"Afghanistan_Male_17"
396,"invest","benefit",12277134.6731489,"Afghanistan_Male_17"
397,"invest","benefit",11778391.1201254,"Afghanistan_Male_17"
398,"invest","benefit",11766625.7907542,"Afghanistan_Male_17"
399,"invest","benefit",11754876.7058215,"Afghanistan_Male_17"
400,"invest","benefit",11743142.3711693,"Afghanistan_Male_17"
401,"invest","benefit",11731421.9341994,"Afghanistan_Male_17"
402,"invest","benefit",11719714.9155539,"Afghanistan_Male_17"
403,"invest","benefit",11708021.0517441,"Afghanistan_Male_17"
404,"invest","benefit",11696340.2029934,"Afghanistan_Male_17"
405,"invest","benefit",11684672.2994021,"Afghanistan_Male_17"
406,"invest","benefit",11673017.3096206,"Afghanistan_Male_17"
407,"invest","benefit",11661375.2227305,"Afghanistan_Male_17"
408,"invest","benefit",11649746.0378654,"Afghanistan_Male_17"
409,"invest","benefit",11299155.1051986,"Afghanistan_Male_17"
410,"invest","benefit",11287889.6975747,"Afghanistan_Male_17"
411,"invest","benefit",11276636.8270761,"Afghanistan_Male_17"
412,"invest","benefit",11265396.4956774,"Afghanistan_Male_17"
413,"invest","benefit",11254168.7035292,"Afghanistan_Male_17"
414,"invest","benefit",11242953.4488993,"Afghanistan_Male_17"
415,"invest","benefit",11231750.7282511,"Afghanistan_Male_17"
416,"invest","benefit",11220560.5363878,"Afghanistan_Male_17"
417,"invest","benefit",11209382.8666235,"Afghanistan_Male_17"
418,"invest","benefit",11198217.7109563,"Afghanistan_Male_17"
419,"invest","benefit",11187065.0602345,"Afghanistan_Male_17"
420,"invest","benefit",11175924.9043083,"Afghanistan_Male_17"
421,"invest","benefit",10839608.9632685,"Afghanistan_Male_17"
422,"invest","benefit",10828817.5068509,"Afghanistan_Male_17"
423,"invest","benefit",10818038.147174,"Afghanistan_Male_17"
424,"invest","benefit",10807270.8716806,"Afghanistan_Male_17"
425,"invest","benefit",10796515.6673613,"Afghanistan_Male_17"
426,"invest","benefit",10785772.5208195,"Afghanistan_Male_17"
427,"invest","benefit",10775041.4183287,"Afghanistan_Male_17"
428,"invest","benefit",10764322.3458802,"Afghanistan_Male_17"
429,"invest","benefit",10753615.2892247,"Afghanistan_Male_17"
430,"invest","benefit",10742920.2339076,"Afghanistan_Male_17"
431,"invest","benefit",10732237.1652991,"Afghanistan_Male_17"
432,"invest","benefit",10721566.0686197,"Afghanistan_Male_17"
433,"invest","benefit",10398938.7659831,"Afghanistan_Male_17"
434,"invest","benefit",10388601.6808854,"Afghanistan_Male_17"
435,"invest","benefit",10378276.1752999,"Afghanistan_Male_17"
436,"invest","benefit",10367962.2344809,"Afghanistan_Male_17"
437,"invest","benefit",10357659.8436168,"Afghanistan_Male_17"
438,"invest","benefit",10347368.9878401,"Afghanistan_Male_17"
439,"invest","benefit",10337089.6522353,"Afghanistan_Male_17"
440,"invest","benefit",10326821.821846,"Afghanistan_Male_17"
441,"invest","benefit",10316565.4816813,"Afghanistan_Male_17"
442,"invest","benefit",10306320.6167206,"Afghanistan_Male_17"
443,"invest","benefit",10296087.2119185,"Afghanistan_Male_17"
444,"invest","benefit",10285865.2522083,"Afghanistan_Male_17"
445,"invest","benefit",9976363.80825765,"Afghanistan_Male_17"
446,"invest","benefit",9966461.75505883,"Afghanistan_Male_17"
447,"invest","benefit",9956570.76962357,"Afghanistan_Male_17"
448,"invest","benefit",9946690.8372706,"Afghanistan_Male_17"
449,"invest","benefit",9936821.94331076,"Afghanistan_Male_17"
450,"invest","benefit",9926964.07304871,"Afghanistan_Male_17"
451,"invest","benefit",9917117.21178437,"Afghanistan_Male_17"
452,"invest","benefit",9907281.34481429,"Afghanistan_Male_17"
453,"invest","benefit",9897456.45743282,"Afghanistan_Male_17"
454,"invest","benefit",9887642.5349332,"Afghanistan_Male_17"
455,"invest","benefit",9877839.56260853,"Afghanistan_Male_17"
456,"invest","benefit",9868047.52575263,"Afghanistan_Male_17"
457,"invest","benefit",8325521.32884713,"Afghanistan_Male_17"
458,"invest","benefit",8313185.095466,"Afghanistan_Male_17"
459,"invest","benefit",8300871.97929271,"Afghanistan_Male_17"
460,"invest","benefit",8288580.25099484,"Afghanistan_Male_17"
461,"invest","benefit",8276308.88532162,"Afghanistan_Male_17"
462,"invest","benefit",8264057.27133511,"Afghanistan_Male_17"
463,"invest","benefit",8251825.04177207,"Afghanistan_Male_17"
464,"invest","benefit",8239611.97253061,"Afghanistan_Male_17"
465,"invest","benefit",8227417.92345064,"Afghanistan_Male_17"
466,"invest","benefit",8215242.80342161,"Afghanistan_Male_17"
467,"invest","benefit",8203086.54982886,"Afghanistan_Male_17"
468,"invest","benefit",8190949.11645599,"Afghanistan_Male_17"
469,"invest","benefit",7940612.10327795,"Afghanistan_Male_17"
470,"invest","benefit",7928864.62892135,"Afghanistan_Male_17"
471,"invest","benefit",7917135.33164485,"Afghanistan_Male_17"
472,"invest","benefit",7905424.18445994,"Afghanistan_Male_17"
473,"invest","benefit",7893731.16087086,"Afghanistan_Male_17"
474,"invest","benefit",7882056.23444886,"Afghanistan_Male_17"
475,"invest","benefit",7870399.37860861,"Afghanistan_Male_17"
476,"invest","benefit",7858760.56650183,"Afghanistan_Male_17"
477,"invest","benefit",7847139.77097791,"Afghanistan_Male_17"
478,"invest","benefit",7835536.9645819,"Afghanistan_Male_17"
479,"invest","benefit",7823952.11957232,"Afghanistan_Male_17"
480,"invest","benefit",7812385.20794844,"Afghanistan_Male_17"
481,"invest","benefit",7573627.38007902,"Afghanistan_Male_17"
482,"invest","benefit",7562432.10849077,"Afghanistan_Male_17"
483,"invest","benefit",7551254.16519243,"Afghanistan_Male_17"
484,"invest","benefit",7540093.52228901,"Afghanistan_Male_17"
485,"invest","benefit",7528950.15177436,"Afghanistan_Male_17"
486,"invest","benefit",7517824.02555269,"Afghanistan_Male_17"
487,"invest","benefit",7506715.11545732,"Afghanistan_Male_17"
488,"invest","benefit",7495623.39326716,"Afghanistan_Male_17"
489,"invest","benefit",7484548.83072092,"Afghanistan_Male_17"
490,"invest","benefit",7473491.39952943,"Afghanistan_Male_17"
491,"invest","benefit",7462451.07138622,"Afghanistan_Male_17"
492,"invest","benefit",7451427.81797657,"Afghanistan_Male_17"
493,"invest","benefit",7223710.30192747,"Afghanistan_Male_17"
494,"invest","benefit",7213041.18650813,"Afghanistan_Male_17"
495,"invest","benefit",7202388.56605207,"Afghanistan_Male_17"
496,"invest","benefit",7191752.41310244,"Afghanistan_Male_17"
497,"invest","benefit",7181132.70022257,"Afghanistan_Male_17"
498,"invest","benefit",7170529.39999932,"Afghanistan_Male_17"
499,"invest","benefit",7159942.48504603,"Afghanistan_Male_17"
500,"invest","benefit",7149371.92800489,"Afghanistan_Male_17"
501,"invest","benefit",7138817.70154913,"Afghanistan_Male_17"
502,"invest","benefit",7128279.77838474,"Afghanistan_Male_17"
503,"invest","benefit",7117758.13125201,"Afghanistan_Male_17"
504,"invest","benefit",7107252.73292684,"Afghanistan_Male_17"
505,"invest","benefit",6890061.70506975,"Afghanistan_Male_17"
506,"invest","benefit",6879893.76115272,"Afghanistan_Male_17"
507,"invest","benefit",6869741.51370098,"Afghanistan_Male_17"
508,"invest","benefit",6859604.93643098,"Afghanistan_Male_17"
509,"invest","benefit",6849484.00309785,"Afghanistan_Male_17"
510,"invest","benefit",6839378.68749588,"Afghanistan_Male_17"
511,"invest","benefit",6829288.96345894,"Afghanistan_Male_17"
512,"invest","benefit",6819214.80486094,"Afghanistan_Male_17"
513,"invest","benefit",6809156.18561608,"Afghanistan_Male_17"
514,"invest","benefit",6799113.07967926,"Afghanistan_Male_17"
515,"invest","benefit",6789085.46104626,"Afghanistan_Male_17"
516,"invest","benefit",6779073.30375402,"Afghanistan_Male_17"
517,"invest","benefit",6499405.39500561,"Afghanistan_Male_17"
518,"invest","benefit",6484859.20808579,"Afghanistan_Male_17"
519,"invest","benefit",6470351.59204066,"Afghanistan_Male_17"
520,"invest","benefit",6455880.3081144,"Afghanistan_Male_17"
521,"invest","benefit",6441443.98826748,"Afghanistan_Male_17"
522,"invest","benefit",6427041.7807768,"Afghanistan_Male_17"
523,"invest","benefit",6412673.14094538,"Afghanistan_Male_17"
524,"invest","benefit",6398337.70731863,"Afghanistan_Male_17"
525,"invest","benefit",6384035.22832879,"Afghanistan_Male_17"
526,"invest","benefit",6369765.51871238,"Afghanistan_Male_17"
527,"invest","benefit",6355528.43353124,"Afghanistan_Male_17"
528,"invest","benefit",6341323.85262124,"Afghanistan_Male_17"
529,"invest","benefit",6142865.70022628,"Afghanistan_Male_17"
530,"invest","benefit",6129137.66442832,"Afghanistan_Male_17"
531,"invest","benefit",6115440.90609562,"Afghanistan_Male_17"
532,"invest","benefit",6101775.34310393,"Afghanistan_Male_17"
533,"invest","benefit",6088140.89604899,"Afghanistan_Male_17"
534,"invest","benefit",6074537.48742287,"Afghanistan_Male_17"
535,"invest","benefit",6060965.04108255,"Afghanistan_Male_17"
536,"invest","benefit",6047423.4819007,"Afghanistan_Male_17"
537,"invest","benefit",6033912.73553139,"Afghanistan_Male_17"
538,"invest","benefit",6020432.72824959,"Afghanistan_Male_17"
539,"invest","benefit",6006983.38683889,"Afghanistan_Male_17"
540,"invest","benefit",5993564.63851125,"Afghanistan_Male_17"
541,"invest","benefit",5805996.51538688,"Afghanistan_Male_17"
542,"invest","benefit",5793027.79782415,"Afghanistan_Male_17"
543,"invest","benefit",5780088.57227608,"Afghanistan_Male_17"
544,"invest","benefit",5767178.76929652,"Afghanistan_Male_17"
545,"invest","benefit",5754298.31968104,"Afghanistan_Male_17"
546,"invest","benefit",5741447.15445205,"Afghanistan_Male_17"
547,"invest","benefit",5728625.20484685,"Afghanistan_Male_17"
548,"invest","benefit",5715832.4023081,"Afghanistan_Male_17"
549,"invest","benefit",5703068.67847605,"Afghanistan_Male_17"
550,"invest","benefit",5690333.96518215,"Afghanistan_Male_17"
551,"invest","benefit",5677628.19444378,"Afghanistan_Male_17"
552,"invest","benefit",5664951.29845987,"Afghanistan_Male_17"
553,"invest","benefit",5487673.01903608,"Afghanistan_Male_17"
554,"invest","benefit",5475421.22372533,"Afghanistan_Male_17"
555,"invest","benefit",5463197.26570204,"Afghanistan_Male_17"
556,"invest","benefit",5451001.07981396,"Afghanistan_Male_17"
557,"invest","benefit",5438832.60107162,"Afghanistan_Male_17"
558,"invest","benefit",5426691.76464674,"Afghanistan_Male_17"
559,"invest","benefit",5414578.50587068,"Afghanistan_Male_17"
560,"invest","benefit",5402492.76023314,"Afghanistan_Male_17"
561,"invest","benefit",5390434.46338107,"Afghanistan_Male_17"
562,"invest","benefit",5378403.55111754,"Afghanistan_Male_17"
563,"invest","benefit",5366399.9594009,"Afghanistan_Male_17"
564,"invest","benefit",5354423.62434391,"Afghanistan_Male_17"
565,"invest","benefit",5186868.42933299,"Afghanistan_Male_17"
566,"invest","benefit",5175293.65963836,"Afghanistan_Male_17"
567,"invest","benefit",5163745.16753324,"Afghanistan_Male_17"
568,"invest","benefit",5152222.89158416,"Afghanistan_Male_17"
569,"invest","benefit",5140726.77050445,"Afghanistan_Male_17"
570,"invest","benefit",5129256.74315382,"Afghanistan_Male_17"
571,"invest","benefit",5117812.74853788,"Afghanistan_Male_17"
572,"invest","benefit",5106394.72580771,"Afghanistan_Male_17"
573,"invest","benefit",5095002.61425947,"Afghanistan_Male_17"
574,"invest","benefit",5083636.35333404,"Afghanistan_Male_17"
575,"invest","benefit",5072295.88261663,"Afghanistan_Male_17"
576,"invest","benefit",5060981.14183645,"Afghanistan_Male_17"
577,"invest","benefit",3495018.41430459,"Afghanistan_Male_17"
578,"invest","benefit",3483150.8186615,"Afghanistan_Male_17"
579,"invest","benefit",3471328.08153299,"Afghanistan_Male_17"
580,"invest","benefit",3459548.4417894,"Afghanistan_Male_17"
581,"invest","benefit",3447810.7747493,"Afghanistan_Male_17"
582,"invest","benefit",3436114.33537901,"Afghanistan_Male_17"
583,"invest","benefit",3424458.60641879,"Afghanistan_Male_17"
584,"invest","benefit",3412843.2083526,"Afghanistan_Male_17"
585,"invest","benefit",3401267.8458666,"Afghanistan_Male_17"
586,"invest","benefit",3389732.27586744,"Afghanistan_Male_17"
587,"invest","benefit",3378236.28826413,"Afghanistan_Male_17"
588,"invest","benefit",3366779.69432614,"Afghanistan_Male_17"
589,"invest","benefit",3257633.31995636,"Afghanistan_Male_17"
590,"invest","benefit",3246586.40704668,"Afghanistan_Male_17"
591,"invest","benefit",3235577.25800949,"Afghanistan_Male_17"
592,"invest","benefit",3224605.72479963,"Afghanistan_Male_17"
593,"invest","benefit",3213671.66325458,"Afghanistan_Male_17"
594,"invest","benefit",3202774.93229849,"Afghanistan_Male_17"
595,"invest","benefit",3191915.39338074,"Afghanistan_Male_17"
596,"invest","benefit",3181092.91006705,"Afghanistan_Male_17"
597,"invest","benefit",3170307.34773245,"Afghanistan_Male_17"
598,"invest","benefit",3159558.57332439,"Afghanistan_Male_17"
599,"invest","benefit",3148846.45517542,"Afghanistan_Male_17"
600,"invest","benefit",3138170.86285225,"Afghanistan_Male_17"
601,"invest","benefit",3036438.51168173,"Afghanistan_Male_17"
602,"invest","benefit",3026144.40718504,"Afghanistan_Male_17"
603,"invest","benefit",3015885.39083993,"Afghanistan_Male_17"
604,"invest","benefit",3005661.33978962,"Afghanistan_Male_17"
605,"invest","benefit",2995472.13194281,"Afghanistan_Male_17"
606,"invest","benefit",2985317.64592275,"Afghanistan_Male_17"
607,"invest","benefit",2975197.76102369,"Afghanistan_Male_17"
608,"invest","benefit",2965112.35717345,"Afghanistan_Male_17"
609,"invest","benefit",2955061.31490114,"Afghanistan_Male_17"
610,"invest","benefit",2945044.51530931,"Afghanistan_Male_17"
611,"invest","benefit",2935061.84004982,"Afghanistan_Male_17"
612,"invest","benefit",2925113.17130288,"Afghanistan_Male_17"
613,"invest","benefit",2830289.70073673,"Afghanistan_Male_17"
614,"invest","benefit",2820696.48990513,"Afghanistan_Male_17"
615,"invest","benefit",2811135.95485263,"Afghanistan_Male_17"
